TAZ,Poly,Area,Weight,GenEdge,PedEdge
-4069,-363817,1084,0.004566267750102151,--361368#2,--361610
-4069,-364564,102,0.0004296672606184681,-362941#10,-362941#10
-4069,-361585,154,0.0006487133150514127,-361049#0,-361049#0
-4069,-360615,397,0.0016723323771130573,-361464,-361464
-4069,-364580,862,0.0036311095946384266,-362096#19,--360998
-4069,-364883,55,0.00023168332680407593,-364861#0,-364861#0
-4069,-362085,3501,0.014747696857110361,--361574#3,--361574#3
-4069,-363508,780,0.003285690816494168,-363500#0,-363500#0
-4069,-360672,107,0.00045072938123702044,-363039#1,-363039#1
-4069,-363142,91,0.00038333059525765293,--361161#8,--361161#8
-4069,-362075,138,0.0005813145290720451,-361044,-361044
-4069,-362053,307,0.0012932142059791148,-362096#20,-361378#20
-4069,-364617,341,0.0014364366261852709,-361128#0,--362497
-4069,-361715,1022,0.004305097454432102,-362612#7,-362190
-4069,-364894,126,0.0005307654395875195,-362379#5,-362379#5
-4069,-363077,87,0.00036648089876281106,--363846#1,--363846#1
-4069,-361762,638,0.002687526590927281,--364807#1,--364807#1
-4069,-361812,73,0.0003075069610308644,-363747#1,-363747#1
-4069,-363433,132,0.0005560399843297822,--361088,--361088
-4069,-361725,1922,0.008096279165771526,-362096#18,--364049#5
-4069,-361661,186,0.0007835108870101477,--361105#0,--361105#0
-4069,-361567,70,0.00029486968865973304,-362012#0,-362012#0
-4069,-363028,413,0.0017397311630924248,-361968,-361968
-4069,-360588,1688,0.0071105719208232766,-364690#0,-364690#0
-4069,-362764,3127,0.013172250234842645,-361590,-361590
-4069,-362117,2028,0.008542796122884836,-363859,-363859
-4069,-363263,87,0.00036648089876281106,-364359#0,-364359#0
-4069,-364889,102,0.0004296672606184681,-361519#0,-361519#0
-4069,-364624,104,0.0004380921088658891,--361161#9,--361161#9
-4069,-361527,340,0.0014322242020615604,-360833#3,-360833#3
-4069,-361085,1965,0.008277413403091077,-362096#20,-360998
-4069,-363621,161,0.0006782002839173859,-364382#0,-364382#0
-4069,-364219,448,0.0018871660074222913,--361814,--361814
-4069,-364283,418,0.001760793283710977,-361857#0,-361857#0
-4069,-362626,91,0.00038333059525765293,-364052#3,-364052#3
-4069,-363096,117,0.0004928536224741252,--364492#5,--364492#5
-4069,-360578,68,0.00028644484041231207,--364094#2,--364094#2
-4069,-362412,794,0.0033446647542261145,-361367,-361367
-4069,-362936,118,0.0004970660465978356,-362096#20,-361378#20
-4069,-364407,1022,0.004305097454432102,-362508,-362508
-4069,-362977,168,0.0007076872527833593,--362963#0,--362963#0
-4069,-360622,1557,0.0065587443606172045,-362612#2,-361571#1
-4069,-361207,1808,0.0076160628156685325,-361775,-361775
-4069,-360758,85,0.0003580560505153901,--364567#2,--364567#2
-4069,-360690,13,5.4761513608236134e-05,--362859#1,--362859#1
-4069,-361166,56,0.00023589575092778641,--363081#2,--363081#2
-4069,-361332,162,0.0006824127080410964,--364861#1,--364861#1
-4069,-362564,1481,0.006238600127215208,--360953#0,--360953#0
-4069,-364920,240,0.0010109817896905133,--364490#2,--364490#2
-4069,-364832,202,0.0008509096729895153,-360833#4,-360833#4
-4069,-360932,129,0.0005434027119586508,-363631#10,-363631#10
-4069,-362349,2005,0.008445910368039496,--363859,--363859
-4069,-361455,1067,0.004494656539999073,--363192#0,--363192#0
-4069,-361492,249,0.0010488936068039074,--363492#1,--363492#1
-4069,-361606,3442,0.014499163833811444,-364763#1,-364763#1
-4069,-363239,50,0.00021062120618552357,--362691#2,--362691#2
-4069,-363907,785,0.0033067529371127204,-364932,--364031#1
-4069,-361467,185,0.0007792984628864373,--364213#2,--364213#2
-4069,-364660,748,0.003150893244535433,-362772,-362772
-4069,-363487,1780,0.007498114940204639,-361438,-361438
-4069,-361630,673,0.0028349614352571476,-362932#1,-362694
-4069,-364224,156,0.0006571381632988336,-360833#0,-360833#0
-4069,-364415,2075,0.008740780056699229,-363266,-363266
-4069,-361279,105,0.00044230453298959953,--362068#1,--362068#1
-4069,-363262,1013,0.004267185637318708,-362012#0,-362012#0
-4069,-361074,105,0.00044230453298959953,-361441#4,-361441#4
-4069,-363780,603,0.0025400917465974145,-363783,-363783
-4069,-364201,1420,0.0059816422556688694,-364094#1,-364094#1
-4069,-361537,456,0.0019208654004119752,--360550#2,--360550#2
-4069,-362321,5029,0.021184280918139963,--364763#1,--364763#1
-4069,-362948,147,0.0006192263461854393,-361874#1,-361874#1
-4069,-362715,83,0.0003496312022679691,--360980,--360980
-4069,-360915,25,0.00010531060309276179,-364567#0,-364567#0
-4069,-361119,114,0.0004802163501029938,-364690#4,-364690#4
-4069,-364123,103,0.00043387968474217856,--361161#10,--361161#10
-4069,-362095,52,0.00021904605443294454,-364861#0,-364861#0
-4069,-360890,136,0.0005728896808246241,--361860,--361860
-4069,-363296,628,0.0026454023496901764,-361004,-361004
-4069,-361096,1218,0.005130732582679354,-363557#2,-363557#2
-4069,-363102,9932,0.041837796396692405,--362612#7,--362612#7
-4069,-364510,3869,0.016297868934635813,-362940#1,-362940#1
-4069,-363775,13056,0.05499740935916392,-364700#1,-364700#1
-4069,-363483,4021,0.016938157401439807,--361574#2,--361574#2
-4069,-364663,48,0.00020219635793810263,-362619#12,-362619#12
-4069,-361079,58,0.00024432059917520735,--364094#2,--364094#2
-4069,-364405,67,0.0002822324162886016,--362691#2,--362691#2
-4069,-361021,60,0.0002527454474226283,-360636#10,-360636#10
-4069,-363244,3614,0.015223700783089645,-361574#2,--364532#2
-4069,-362204,146,0.0006150139220617288,--361193#0,--361193#0
-4069,-364069,328,0.0013816751125770347,-361929,-361929
-4069,-361766,139,0.0005855269531957556,-361044,-361044
-4069,-362860,297,0.0012510899647420102,--363081#0,--363081#0
-4069,-363066,9325,0.03928085495360015,--361368#0,--363134#1
-4069,-360596,791,0.003332027481854983,--362612#5,-361756
-4069,-362665,35,0.00014743484432986652,-361188,-361188
-4069,-363661,744,0.0031340435480405908,-360919,-360919
-4069,-363549,879,0.0037027208047415044,-362710,-362710
-4069,-361195,790,0.0033278150577312725,--363557#0,--363557#0
-4069,-363531,286,0.001204753299381195,--361975#1,--361975#1
-4069,-363526,1069,0.004503081388246494,-360607#1,-361612#0
-4069,-361653,968,0.004077626551751736,--362175,--362175
-4069,-363220,195,0.000821422704123542,-362495,-362495
-4069,-360930,376,0.0015838714705151374,-364861#1,-364861#1
-4069,-362949,855,0.0036016226257724535,-364932,-364932
-4069,-362314,337,0.001419586929690429,-362096#20,-360998
-4069,-360859,1515,0.006381822547421365,-364563,-364563
-4069,-363741,5033,0.021201130614634803,-362298#3,-362298#3
-4069,-361736,666,0.002805474466391174,--363255,--363255
-4069,-362744,1471,0.006196475885978104,-361712,-361712
-4069,-362151,833,0.003508949295050823,-361431#2,--362004#0
-4069,-362535,175,0.0007371742216493325,-364905#4,-364905#4
-4069,-361976,2651,0.01116713635195646,--362207#2,-361203#0
-4069,-363486,2241,0.009440042461235167,--363192#6,-364071
-4069,-361097,685,0.0028855105247416733,--361486,--361486
-4069,-364168,190,0.0008003605835049896,--360716#0,--360716#0
-4069,-363750,1343,0.005657285598143163,--361368#1,-364668
-4069,-362746,335,0.001411162081443008,-360833#3,-360833#3
-4069,-360630,852,0.003588985353401322,-362712#1,-362712#1
-4069,-364386,674,0.002839173859380858,-364362#1,-364362#1
-4069,-360828,3422,0.014414915351337234,-364763#0,-364763#0
-4069,-361705,1393,0.005867906804328687,-363192#3,--364668
-4069,-361387,183,0.0007708736146390163,-362612#2,-362718
-4069,-364923,850,0.003580560505153901,-364576#2,-364576#2
-4069,-362435,2678,0.011280871803296642,--362207#1,-361152
-4069,-360719,235,0.000989919669071961,--361206,--361206
-4069,-362304,91,0.00038333059525765293,-364118#0,-364118#0
-4069,-360593,148,0.0006234387703091498,-360833#1,-360833#1
-4069,-363303,3128,0.013176462658966355,--361811#0,--361811#0
-4069,-364487,148,0.0006234387703091498,-364035#3,-364035#3
-4069,-361699,625,0.002632765077319045,--363192#8,--364031#3
-4069,-360791,3099,0.013054302359378751,--361973,--361973
-4069,-363032,938,0.003951253828040423,--361368#2,-361610
-4069,-360647,91,0.00038333059525765293,--364567#2,--364567#2
-4069,-361254,158,0.0006655630115462545,-364213#2,-364213#2
-4069,-364318,25,0.00010531060309276179,-363213#2,-363213#2
-4069,-361371,100,0.00042124241237104714,-364073#0,-364073#0
