TAZ,Poly,Area,Weight,GenEdge,PedEdge
-4094,-364736,516,0.005587318087318088,-362760,-362760
-4094,-362296,509,0.0055115211365211365,-361913,-361913
-4094,-361016,290,0.00314015939015939,--363273#2,--363273#2
-4094,-361797,210,0.002273908523908524,-362138#2,-362138#2
-4094,-363893,303,0.003280925155925156,-364882,-364882
-4094,-364072,910,0.009853603603603604,-364383#3,-364383#3
-4094,-364466,64,0.000693000693000693,-361803#3,-361803#3
-4094,-360678,587,0.006356115731115731,--360535#1,--360535#1
-4094,-361684,419,0.004536988911988912,--361961,--361961
-4094,-360894,263,0.0028477997227997227,-362993#1,-362993#1
-4094,-361345,732,0.007926195426195427,-362556#1,-362556#1
-4094,-364324,264,0.002858627858627859,--364810#0,--364810#0
-4094,-362537,745,0.008066961191961193,-362244#1,-362244#1
-4094,-362474,963,0.010427494802494802,-360839#1,-360839#1
-4094,-363832,45,0.0004872661122661123,-362350#0,-362350#0
-4094,-364598,292,0.003161815661815662,--363654#1,--363654#1
-4094,-362604,288,0.0031185031185031187,--364549,--364549
-4094,-362386,263,0.0028477997227997227,-362585#3,-362585#3
-4094,-363430,291,0.003150987525987526,-362072#0,-362072#0
-4094,-364291,712,0.0077096327096327095,--362505,--362505
-4094,-363140,271,0.0029344248094248094,-361913,-361913
-4094,-362059,163,0.00176498613998614,--361693#1,-361769
-4094,-364130,389,0.004212144837144837,-362313#1,-362313#1
-4094,-361433,1428,0.015462577962577963,--362072#0,--362072#0
-4094,-363850,337,0.003649081774081774,--362080#0,--362080#0
-4094,-364191,284,0.003075190575190575,--360585,--360585
-4094,-363506,631,0.006832553707553707,-361615,-361615
-4094,-362913,790,0.008554227304227304,-360860#1,-362331#1
-4094,-364725,1708,0.018494455994455993,-364726#1,-364726#1
-4094,-362440,486,0.005262474012474013,-362048,-362048
-4094,-364854,476,0.005154192654192654,-362350#3,-362350#3
-4094,-362268,897,0.009712837837837838,--361076#1,--361076#1
-4094,-364829,270,0.0029235966735966738,--363302#1,--363302#1
-4094,-363690,1427,0.015451749826749827,-360649#0,-360649#0
-4094,-360847,452,0.004894317394317394,-362221,-362221
-4094,-364401,78,0.0008445945945945946,-364734#3,-364734#3
-4094,-362188,312,0.0033783783783783786,-361956#0,-361956#0
-4094,-361790,6612,0.07159563409563409,-361913,-361913
-4094,-362457,44,0.00047643797643797645,--362840#0,--362840#0
-4094,-362370,447,0.0048401767151767154,--361457#2,--361457#2
-4094,-361220,146,0.001580907830907831,-364548#2,-363111
