TAZ,Poly,Area,Weight,GenEdge,PedEdge
-1919,-169432,322,0.0014598672518225672,-167140#1,--167378#4
-1919,-166117,1594,0.007226796271444634,-165783#2,-168216#3
-1919,-166454,2426,0.010998875630191142,-165783#2,-165783#2
-1919,-165281,1023,0.004638025461535671,--169061,--169061
-1919,-165793,156,0.0007072648797649705,-169061,-169061
-1919,-169277,179,0.000811541112038011,--165462,--165462
-1919,-166274,150,0.0006800623843893946,--168966#2,--168966#2
-1919,-167417,127,0.0005757861521163541,-167593#2,-167593#2
-1919,-165349,300,0.0013601247687787892,-168670,-168670
-1919,-165809,325,0.001473468499510355,-169153#3,-169153#3
-1919,-166001,575,0.0026069058068260128,-169285#0,-169285#0
-1919,-168002,250,0.0011334373073156577,-168816,-168816
-1919,-165253,213,0.0009656885858329405,-169100#1,-169100#1
-1919,-166438,329,0.0014916034964274057,-165313#4,-168492
-1919,-169296,459,0.0020809908962315478,--169285#0,--169285#0
-1919,-166896,332,0.0015052047441151935,-165462,-165462
-1919,-168747,360,0.0016321497225345472,--169270,--169270
-1919,-168905,441,0.0019993834101048203,-167987#4,-167011#4
-1919,-165381,143,0.0006483261397845563,--168966#1,--168966#1
-1919,-167392,800,0.003626999383410105,-166176#4,-166176#4
-1919,-168269,607,0.002751985782162417,-167490#3,-168651#2
-1919,-167929,592,0.0026839795437234777,-165313#4,-165313#4
-1919,-168602,748,0.003391244423488448,-169270,-169270
-1919,-166544,299,0.0013555910195495267,-166627,-166627
-1919,-166494,912,0.004134779297087519,-165313#3,--168776#0
-1919,-165426,334,0.0015142722425737188,--166176#5,-167084
-1919,-166897,171,0.0007752711182039099,--167451#0,-168086#2
-1919,-169214,704,0.003191759457400892,-168966#1,-168966#1
-1919,-168682,541,0.0024527583330310834,-165313#4,-165590#1
-1919,-169448,304,0.0013782597656958398,-165313#4,-168492
-1919,-166301,624,0.002829059519059882,-167322#0,-166468
-1919,-167165,2554,0.01157919553153676,-165313#2,-168702#2
-1919,-165447,152,0.0006891298828479199,-165313#4,-168492
-1919,-167003,189,0.0008568786043306372,-167789,-167789
-1919,-169190,1576,0.007145188785317906,-165783#2,-168216#3
-1919,-167014,256,0.0011606398026912336,-168816,-168816
-1919,-165594,801,0.0036315331326393675,--166627,--166627
-1919,-165939,456,0.0020673896485437597,-165313#4,--168492
-1919,-165786,1350,0.006120561459504552,-165783#2,-165783#2
-1919,-168623,1083,0.00491005041529143,-165313#3,--168776#1
-1919,-169365,170,0.0007707373689746472,-168099#5,-166504#1
-1919,-168480,336,0.001523339741032244,-165313#4,-165590#1
-1919,-168565,282,0.001278517282652062,-167322#0,-166468
-1919,-166852,181,0.0008206086104965363,-168099#0,-167398
-1919,-167101,267,0.0012105110442131226,-167845,-167845
-1919,-169456,1476,0.006691813862391644,-167427#3,-167427#3
-1919,-168014,284,0.0012875847811105873,-165657#1,-165657#1
-1919,-168035,203,0.0009203510935403141,-168816,-168816
-1919,-169028,786,0.003563526894200428,-167717#0,-168275#1
-1919,-169323,285,0.0012921185303398498,-169153#3,-169153#3
-1919,-166930,703,0.0031872257081716295,-167490#3,-167490#3
-1919,-166717,202,0.0009158173443110514,--167689#1,--167689#1
-1919,-169486,988,0.004479344238511479,-169056#1,-169056#1
-1919,-169042,132,0.0005984548982626673,--168966#2,--168966#2
-1919,-167043,230,0.0010427623227304051,-165657#3,-165657#3
-1919,-165665,267,0.0012105110442131226,--167576#1,--167576#1
-1919,-166753,207,0.0009384860904573647,-168099#5,-166504#2
-1919,-165762,265,0.0012014435457545973,-165958#1,-165958#1
-1919,-166298,677,0.0030693482282108013,--165462,--165462
-1919,-166709,332,0.0015052047441151935,--168966#2,--168966#2
-1919,-165909,259,0.0011742410503790214,--169285#1,--169285#1
-1919,-165570,152,0.0006891298828479199,-167601#2,-167601#2
-1919,-169186,184,0.0008342098581843241,--167845,--167845
-1919,-167656,235,0.0010654310688767183,--169153#2,--169153#2
-1919,-166711,429,0.0019449784193536687,-166364#7,-166364#7
-1919,-167919,6485,0.02940136375176816,-167583#4,-167583#4
-1919,-168064,820,0.0037176743679953575,-165313#3,--168776#0
-1919,-166316,890,0.004035036814043742,-165313#4,-168492
-1919,-169471,578,0.002620507054513801,-165313#3,--168776#1
-1919,-167770,610,0.002765587029850205,-165783#2,--168776#1
-1919,-166665,289,0.0013102535272569004,-165313#4,-168492
-1919,-165260,11092,0.050288346450981104,-165783#2,-165783#2
-1919,-165353,233,0.001056363570418193,-168670,-168670
-1919,-168015,240,0.0010880998150230314,-169022#3,-169022#3
-1919,-168239,748,0.003391244423488448,-165313#3,--168492
-1919,-167253,206,0.000933952341228102,--165431,--165431
-1919,-169426,2225,0.010087592035109354,-165264#8,-169219
-1919,-165555,190,0.0008614123535598999,-165313#4,-168492
-1919,-166715,192,0.0008704798520184252,-167789,-167789
-1919,-167067,321,0.0014553335025933045,--167845,--167845
-1919,-168529,533,0.002416488339196982,-165267#0,-165267#0
-1919,-166891,285,0.0012921185303398498,-165313#4,-168492
-1919,-168880,146,0.0006619273874723441,--167451#0,--167451#0
-1919,-168843,294,0.0013329222734032135,--169153#3,--169153#3
-1919,-165717,957,0.004338798012404338,-167614#1,-167614#1
-1919,-165418,5525,0.025048964491676037,-167583#2,-167583#2
-1919,-166520,251,0.0011379710565449204,-165783#2,-166325#0
-1919,-168246,216,0.0009792898335207283,-168099#5,-166504#2
-1919,-168803,1025,0.004647092959994197,-166627,-166627
-1919,-169385,281,0.0012739835334227992,--169153#4,--169153#4
-1919,-169475,819,0.003713140618766095,-165313#4,-165313#4
-1919,-165526,1515,0.006868630082332886,-165313#3,--168776#0
-1919,-165316,320,0.001450799753364042,--166364#8,--166364#8
-1919,-167211,1532,0.00694570381923035,-166634,-166634
-1919,-165961,1844,0.008360233578760291,-167140#1,--165598
-1919,-165878,296,0.0013419897718617388,-169153#3,-169153#3
-1919,-165769,1168,0.005295419099778753,-166627,-166627
-1919,-168701,587,0.0026613107975771645,--165431,--165431
-1919,-166742,235,0.0010654310688767183,-167779#0,-166468
-1919,-167723,136,0.0006165898951797179,--168966#2,--168966#2
-1919,-166223,1151,0.0052183453628812885,-165264#8,--168742
-1919,-168615,696,0.0031554894635667913,-165431,-165431
-1919,-169025,336,0.001523339741032244,--167083#1,--167083#1
-1919,-165472,318,0.0014417322549055167,--166364#8,--166364#8
-1919,-168821,2159,0.00978836458597802,-167490#3,-168651#2
-1919,-165643,214,0.000970222335062203,-169100#2,-169100#2
-1919,-169421,939,0.00425719052627761,--169056#1,--169056#1
-1919,-167525,150,0.0006800623843893946,--168966#1,--168966#1
-1919,-166142,411,0.0018633709332269413,--168233#5,--168233#5
-1919,-167202,209,0.0009475535889158899,-169285#0,-169285#0
-1919,-166923,1000,0.004533749229262631,-165267#0,-168415
-1919,-168595,378,0.0017137572086612745,-165783#2,-165783#2
-1919,-168979,425,0.0019268434224366182,--166364#8,--166364#8
-1919,-168292,417,0.0018905734286025172,-167231#1,-167231#1
-1919,-168296,1430,0.006483261397845563,--166364#5,--166364#5
-1919,-165442,2453,0.011121286859381234,-169049#4,-166255#0
-1919,-167922,484,0.0021943346269631134,-165313#4,-168492
-1919,-166832,224,0.0010155598273548293,--165875,--165875
-1919,-168726,662,0.003001341989771862,-165313#3,-169559#0
-1919,-166087,217,0.0009838235827499908,-165264#2,-165948
-1919,-166239,657,0.0029786732436255484,--166176#3,-168651#1
-1919,-168626,338,0.0015324072394907692,-165313#4,-165590#1
-1919,-168891,1655,0.007503354974429654,-165313#3,--168492
-1919,-167058,672,0.003046679482064488,--168966#1,--168966#1
-1919,-167241,168,0.000761669870516122,-167789,-167789
