TAZ,Poly,Area,Weight,GenEdge,PedEdge
-855,-60551,168,0.0007806800280673058,-60390#0,-60390#0
-855,-62826,1016,0.004721255407835611,--63073#1,--63073#1
-855,-63102,90,0.00041822144360748525,-62682#0,-62682#0
-855,-62911,445,0.0020678726933925657,-63193,-63193
-855,-63271,331,0.0015381255314897513,--61028,--61028
-855,-60316,146,0.0006784481196299205,-63267#7,-63267#7
-855,-62810,313,0.0014544812427682542,-63081,-63081
-855,-60481,580,0.002695204858803794,--63887#7,--63887#7
-855,-61509,138,0.000641272880198144,--62328#1,--62328#1
-855,-60654,145,0.0006738012147009484,--61920#2,--61920#2
-855,-62737,276,0.001282545760396288,-59986#0,--59974#0
-855,-60528,745,0.0034619441720841835,-62342#3,-62656
-855,-61950,1695,0.007876503854607638,-61179#2,-61179#2
-855,-63403,106,0.0004925719224710382,--63290#0,--63290#0
-855,-63741,231,0.0010734350385925454,--61393#1,--61393#1
-855,-62343,237,0.0011013164681663778,--61179#1,--61179#1
-855,-61718,697,0.0032388927354935248,--63136,--63136
-855,-63818,73,0.0003392240598149602,--59712,--59712
-855,-61367,651,0.00302513510876081,-61390#4,-61390#4
-855,-60536,95,0.00044145596825234554,--61379#3,-62890
-855,-61475,1033,0.004800252791628136,--63267#9,--63267#9
-855,-62482,367,0.0017054141089327454,-63752#2,-63752#2
-855,-64042,857,0.003982397524129054,--61063#0,-63640
-855,-61449,1452,0.0067473059568674285,--59986#0,--59986#0
-855,-61674,496,0.0023048648447701408,-61569#1,-61569#1
-855,-60140,381,0.0017704707779383543,-59964#6,-59964#6
-855,-63515,88,0.00040892763374954114,-61101#4,-61101#4
-855,-62642,316,0.0014684219575551703,-60619#0,-60619#0
-855,-61034,199,0.0009247340808654395,--61179#1,--61179#1
-855,-60021,130,0.0006040976407663675,-61598#2,-61598#2
-855,-63218,41,0.0001905231020878544,--63887#5,-63865
-855,-60777,407,0.0018912903060916276,--59748#0,--59748#0
-855,-60525,48,0.0002230514365906588,-60336#11,-60336#11
-855,-62508,891,0.004140392291714104,-59723#1,-59723#1
-855,-61625,180,0.0008364428872149705,--59986#2,--59986#2
-855,-63575,126,0.0005855100210504793,--61393#5,--61393#5
-855,-62227,58,0.00026952048588037937,-63537#1,-63537#1
-855,-63563,171,0.0007946207428542219,--59723#1,--59723#1
-855,-61906,762,0.0035409415558767085,--60389#2,--60389#2
-855,-63314,6277,0.02916862223915761,-63348#1,-63348#1
-855,-63476,159,0.0007388578837065572,-60172,-60172
-855,-61705,189,0.000878265031575719,-63394#0,-63394#0
-855,-60572,1533,0.007123705256114165,-59958#0,--62400
-855,-64040,337,0.0015660069610635835,-63042#3,-63042#3
-855,-60343,5477,0.02545109829597996,-60502#1,-60502#1
-855,-60220,103,0.000478631207684122,-62155#1,-62155#1
-855,-63838,41,0.0001905231020878544,-61874#2,-61874#2
-855,-61707,256,0.0011896076618168468,-63604#0,-63443
-855,-62232,344,0.001598535295566388,-63267#0,-63267#0
-855,-61556,73,0.0003392240598149602,--63685#4,--63685#4
-855,-59908,206,0.000957262415368244,--63267#8,--63267#8
-855,-61008,338,0.0015706538659925556,--62933,--62933
-855,-60293,151,0.0007016826442747808,--60168,--60168
-855,-60924,136,0.0006319790703401999,-60336#3,-60336#3
-855,-60599,462,0.0021468700771850907,-63267#9,-63267#9
-855,-61070,275,0.001277898855467316,--61598#1,--61598#1
-855,-63374,502,0.002332746274343973,-60039#1,-60039#1
-855,-60357,1101,0.005116242326798236,-59754#4,-59754#4
-855,-60899,472,0.0021933391264748114,-63604#2,-63604#2
-855,-60442,287,0.0013336617146149808,--63042#1,--63042#1
-855,-62923,549,0.00255115080600566,-60168,-60168
-855,-62317,723,0.003359712263646798,--61987,--61987
-855,-63092,112,0.0005204533520448705,--62978#1,--62978#1
-855,-61187,642,0.0029833129644000612,-63140#1,-63140#1
-855,-61918,257,0.001194254566745819,-60172,-60172
-855,-60464,110,0.0005111595421869264,--64062#5,--64062#5
-855,-61359,206,0.000957262415368244,--61764#0,--61764#0
-855,-60360,158,0.0007342109787775851,-61511#2,-61511#2
-855,-63922,811,0.0037686398973963394,--59723#0,--59723#0
-855,-60905,645,0.0029972536791869776,-62116,--62597
-855,-61940,257,0.001194254566745819,-61212#0,-61212#0
-855,-61816,233,0.0010827288484504896,--63042#3,--63042#3
-855,-60484,20437,0.09496879603340196,-61651,-61651
-855,-61944,115,0.0005343940668317867,--63042#1,--63042#1
-855,-63990,144,0.0006691543097719763,--63685#0,-63170
-855,-61112,194,0.0009014995562205793,--62933,--62933
-855,-62065,105,0.0004879250175420661,--59742#0,--59742#0
-855,-61056,637,0.002960078439755201,-61920#4,-61920#4
-855,-63795,1072,0.004981482083858046,--63394#0,--63394#0
-855,-61796,390,0.0018122929222991026,--62056#1,--62056#1
-855,-60938,126,0.0005855100210504793,--59862,--59862
-855,-63777,233,0.0010827288484504896,--62056#0,--62056#0
-855,-63352,140,0.0006505666900560881,--61393#4,--61393#4
-855,-62583,953,0.004428500397310371,-62682#2,-62682#2
