TAZ,Poly,Area,Weight,GenEdge,PedEdge
-1406,-116760,64,0.000689424868847691,-114744#3,-114744#3
-1406,-118706,147,0.0015835227456345402,-118034#2,-116550
-1406,-115133,606,0.006527991726901574,--116923#0,--116923#0
-1406,-117185,195,0.0021005913972703084,--116387,--116387
-1406,-118702,722,0.007777574301688014,--115621,--115621
-1406,-117464,332,0.003576391507147397,--115129#9,--115129#9
-1406,-115277,284,0.0030593228555116287,--116851,--116851
-1406,-118396,668,0.007195872068597774,--118660,--118660
-1406,-116662,311,0.003350173972056748,--116147#0,--116147#0
-1406,-116290,578,0.006226368346780709,-116690#0,-116999
-1406,-117997,430,0.0046320733375704234,-117245,-117245
-1406,-116614,479,0.005159914252781937,-116438#3,-116438#3
-1406,-118135,339,0.003651797352177613,-117311,-117311
-1406,-118520,726,0.007820663355990994,--118368,--118368
-1406,-116655,168,0.0018097402807251888,-117128#3,-117128#3
-1406,-118369,316,0.003404035289935474,-117704#0,-117704#0
-1406,-118408,902,0.009716581745322144,--118534#1,--118534#1
-1406,-117517,476,0.005127597462054701,-118173#0,-118173#0
-1406,-115849,357,0.0038456980965410263,--116878#12,--116878#12
-1406,-118605,267,0.002876194374723961,--118058#1,--118058#1
-1406,-118125,1218,0.013120617035257619,--117566#2,--117566#2
-1406,-116698,939,0.010115155497624716,-118390#1,-118390#1
-1406,-118510,519,0.005590804795811744,-116601,-116601
-1406,-118321,292,0.00314550096411759,-117216#1,-117216#1
-1406,-115771,79,0.0008510088224838686,-116333#3,-116333#3
-1406,-115980,688,0.007411317340112678,-114357#1,-114357#1
-1406,-116521,286,0.003080867382663119,--118633,--118633
-1406,-117013,800,0.008617810860596138,--116520#0,--116520#0
-1406,-114921,290,0.0031239564369661,--115049,--115049
-1406,-117227,9633,0.10376921502515324,-115227#4,-115227#4
-1406,-115495,716,0.007712940720233543,--117577,--117577
-1406,-117846,221,0.002380670250239683,-115775#11,-115775#11
-1406,-115719,64,0.000689424868847691,--115542#0,--115542#0
-1406,-116146,40,0.00043089054302980685,--118417,--118417
-1406,-116281,421,0.004535122965388717,--114329,--114329
-1406,-117993,736,0.007928385991748447,-115770#1,-115770#1
-1406,-116502,292,0.00314550096411759,-118173#0,-118173#0
-1406,-118047,1030,0.011095431483017526,-115648#2,-115648#2
-1406,-115780,675,0.007271277913627991,-117591,-117591
-1406,-118545,248,0.0026715213667848027,--115447#3,--115447#3
-1406,-115840,511,0.005504626687205782,-115807,-115807
-1406,-114548,353,0.0038026090422380453,-118194,-118194
-1406,-117578,915,0.009856621171806832,-115070#3,-115070#3
-1406,-117800,78,0.0008402365589081234,-116333#3,-116333#3
-1406,-118014,235,0.0025314819403001155,-115315#1,-115315#1
-1406,-116517,455,0.004901379926964053,-116851,-116851
-1406,-116275,272,0.0029300556926026866,-115807,-115807
-1406,-115666,324,0.0034902133985414354,-117082#10,-114970
-1406,-116364,1617,0.017418750201979943,-118099#1,-115864#1
-1406,-115163,355,0.003824153569389536,-114329,-114329
-1406,-116274,105,0.001131087675453243,--117911,--117911
-1406,-115441,732,0.007885296937445465,-118534#9,-118534#9
-1406,-117324,50,0.0005386131787872586,--114529#4,--114529#4
-1406,-114504,500,0.0053861317878725855,-118348#1,-118348#1
-1406,-116729,45,0.00048475186090853273,-116438#0,-116438#0
-1406,-116469,883,0.009511908737382986,--114447#6,--114447#6
-1406,-116381,968,0.010427551141321326,-117889#1,-117889#1
-1406,-114751,331,0.003565619243571652,-116333#0,-118012
-1406,-117864,244,0.0026284323124818217,-115315#1,-115315#1
-1406,-114795,1435,0.01545819823119432,--118173#0,--118173#0
-1406,-115658,391,0.004211955058116362,-115260#1,-115260#1
-1406,-117152,233,0.002509937413148625,-117128#1,-117128#1
-1406,-118695,44,0.00047397959733278753,--115671#0,--115671#0
-1406,-115871,264,0.0028438775839967254,-115453#1,-115453#1
-1406,-118059,113,0.0012172657840592044,--118430#0,--118430#0
-1406,-115721,392,0.004222727321692107,--116113,--116113
-1406,-115876,59,0.0006355635509689651,--117603#4,--117603#4
-1406,-114752,6646,0.07159246372440241,-115807,-115807
-1406,-117854,266,0.0028654221111482155,--114662#0,--114662#0
-1406,-118305,590,0.006355635509689651,--118390#1,--118390#1
-1406,-115799,339,0.003651797352177613,--115966#0,--115966#0
-1406,-114990,292,0.00314550096411759,--117128#2,--117128#2
-1406,-116139,155,0.0016697008542405016,-115162#2,-115162#2
-1406,-117815,746,0.008036108627505898,-114357#2,-114357#2
-1406,-114470,319,0.0034363520806627097,-116923#1,-116923#1
-1406,-117559,492,0.005299953679266624,-117686#0,-117686#0
-1406,-117132,73,0.0007863752410293975,-118556#0,-118556#0
-1406,-116722,346,0.003727203197207829,--118390#0,--118390#0
-1406,-118382,276,0.002973144746905667,-117950,-117950
-1406,-115949,1717,0.01849597655955446,-116468#1,-116468#1
