TAZ,Poly,Area,Weight,GenEdge,PedEdge
-1359,-116156,223,0.0011315316778128456,-117022#4,--117710#0
-1359,-116080,5411,0.027456134119485685,--117852#2,--114474
-1359,-117221,7616,0.038644597570505076,--117852#0,--117852#0
-1359,-117793,337,0.001709982849430175,--115318#0,--115318#0
-1359,-115475,263,0.0013344970011873471,-118553#4,-115360#0
-1359,-114699,221,0.0011213834116441206,--115356#0,--115356#0
-1359,-115002,1441,0.0073118257745664154,-114649#8,-118587#2
-1359,-115035,358,0.001816539644201788,-114659#10,-114659#10
-1359,-116251,207,0.001050345548463045,-117022#4,--115503
-1359,-117585,344,0.0017455017810207125,-116584#1,-116584#1
-1359,-118327,474,0.0024051390819878424,-117196#5,--117234
-1359,-114678,435,0.0022072478916977034,-114422#2,-114422#2
-1359,-118588,30,0.0001522239925308761,--115318#0,--115318#0
-1359,-118677,4248,0.021554917342372054,--118637#1,-115406#0
-1359,-118571,1194,0.006058514902728869,-115385#4,--118620#1
-1359,-118079,205,0.00104019728229432,-115356#1,-115356#1
-1359,-118384,190,0.0009640852860288819,-116269#1,-114387
-1359,-115963,242,0.001227940206415734,-116720#1,-116720#1
-1359,-116918,313,0.0015882036554054739,-116873,-116873
-1359,-114462,344,0.0017455017810207125,-116584#1,-116584#1
-1359,-118328,864,0.004384050984889231,-114649#8,-114407#0
-1359,-117255,288,0.0014613503282964106,-115318#0,-115318#0
-1359,-117693,1373,0.006966784724829763,--116678#2,--116678#2
-1359,-116055,19,9.64085286028882e-05,-116884#8,-118151
-1359,-116830,344,0.0017455017810207125,-115318#0,-115318#0
-1359,-114736,873,0.0044297181826484944,-115965,-115965
-1359,-116162,201,0.0010199007499568698,-116269#1,-114387
-1359,-116866,3263,0.016556896254274957,--115461#0,--115461#0
-1359,-116870,1249,0.006337592222368809,-114422#2,-114422#2
-1359,-117278,6709,0.03404235886298826,-117196#12,-116205#0
-1359,-115053,2817,0.014293832898649265,-115684#14,-116377#14
-1359,-118388,1832,0.009295811810552166,--114834#0,--118403#1
-1359,-114337,727,0.003688894752331564,-117852#6,-117980
-1359,-116557,1319,0.006692781538274186,-115793#0,-118031#0
-1359,-116214,153,0.0007763423619074681,-118272#2,-118272#2
-1359,-116494,344,0.0017455017810207125,-115318#0,-115318#0
-1359,-116817,344,0.0017455017810207125,-115318#0,-115318#0
-1359,-115484,1059,0.005373506936339927,-115200#0,-116210#2
-1359,-117235,5778,0.029318340961446736,-117168#5,-114391
-1359,-118217,1076,0.005459767198774089,-115552#8,-115552#8
-1359,-118474,670,0.0033996691665228998,--118637#1,-117796
-1359,-118563,7163,0.03634601528328885,-117104#13,-117238#0
-1359,-116629,320,0.0016237225869960117,-116873,-116873
-1359,-117421,339,0.0017201311155989,-116701#6,-118095#1
-1359,-114644,359,0.0018216137772861507,-116584#1,-116584#1
-1359,-116527,1651,0.008377393722282548,-114422#5,-114422#5
-1359,-117744,938,0.004759536833132059,-115793#4,-117699#1
-1359,-115083,344,0.0017455017810207125,-115222#1,-115222#1
-1359,-116291,233,0.0011822730086564711,-114649#0,-117928
-1359,-117952,3722,0.018885923339997363,-117104#14,--117238#0
-1359,-118265,600,0.003044479850617522,-115793#5,-118031#4
-1359,-117984,894,0.004536274977420107,-115792#3,-115792#3
-1359,-117400,4343,0.022036959985386496,--117922#1,--117922#1
-1359,-117331,776,0.003937527273465328,--116678#0,--117698
-1359,-116711,10,5.0741330843625364e-05,-116701#0,-117120#4
-1359,-116820,3213,0.01630318960005683,--116678#2,--116678#2
-1359,-114333,4439,0.0225240767614853,--117852#3,--117852#3
-1359,-117044,664,0.0033692243680167244,--116678#2,--116678#2
-1359,-117988,727,0.003688894752331564,-117852#6,-115026#1
-1359,-116647,448,0.0022732116217944165,-115865#10,-115865#10
-1359,-115575,1061,0.0053836552025086516,-115793#0,-114407#0
-1359,-116176,13269,0.0673286718964065,-114649#5,-117876#4
-1359,-118577,556,0.0028212179949055703,--115318#0,--115318#0
-1359,-116951,344,0.0017455017810207125,-116584#1,-116584#1
-1359,-116384,3884,0.01970793289966409,-115793#2,-114407#2
-1359,-117284,242,0.001227940206415734,-115356#1,-115356#1
-1359,-116204,344,0.0017455017810207125,-116584#1,-116584#1
-1359,-117624,504,0.0025573630745187185,-118602,-118602
-1359,-117542,543,0.0027552542648088575,-116701#5,-118620#1
-1359,-117647,891,0.004521052578167021,-118637#1,-115184
-1359,-118381,392,0.001989060169070114,--115356#1,--115356#1
-1359,-118579,2604,0.013213042551680045,--114834#0,-115407
-1359,-117450,1354,0.006870376196226874,-115552#2,-117027#4
-1359,-118426,1962,0.009955449111519297,-117196#6,-116818#1
-1359,-114936,207,0.001050345548463045,-117196#5,--117234
-1359,-118649,248,0.0012583850049219091,-115461#0,-115461#0
-1359,-116640,36,0.00018266879103705133,-118553#4,-115360#0
-1359,-114539,701,0.003556967292138138,-116092#2,-116092#2
-1359,-115822,1644,0.008341874790692011,-114422#5,-114422#5
-1359,-115507,1130,0.005733770385329667,--118428#7,--118428#7
-1359,-115126,926,0.004698647236119709,--117168#5,-116965#2
-1359,-117732,951,0.004825500563228773,-115461#0,-115461#0
-1359,-115291,487,0.002471102812084555,-117196#6,--117234
-1359,-117600,1064,0.005398877601761739,-115793#2,-117023#6
-1359,-116136,161,0.0008169354265823684,-114659#8,-114659#8
-1359,-117223,170,0.0008626026243416312,-116269#1,-114387
-1359,-118584,1528,0.007753275352905956,-117829#1,-115350
-1359,-115529,1402,0.007113934584276276,-114422#5,-114422#5
-1359,-116378,83,0.00042115304600209055,-115865#6,-118551#1
-1359,-117466,316,0.0016034260546585616,-116701#6,-116268
-1359,-114594,311,0.0015780553892367488,-115356#1,-115356#1
-1359,-115025,491,0.0024913993444220057,-118428#5,-116410#2
-1359,-116018,2571,0.013045596159896082,--115342#0,-117581#0
-1359,-114399,344,0.0017455017810207125,-115318#0,-115318#0
-1359,-117193,111,0.0005632287723642416,-116143,-114387
-1359,-117322,295,0.0014968692598869484,-114659#10,-114659#10
-1359,-115698,771,0.003912156608043516,-117196#6,--115503
-1359,-116030,176,0.0008930474228478065,-116269#1,-114387
-1359,-117275,328,0.001664315651670912,--115356#0,--115356#0
-1359,-115896,1155,0.00586062371243873,-115552#2,-117027#4
-1359,-117858,759,0.0038512670110311654,-117168#3,-117168#3
-1359,-115239,344,0.0017455017810207125,-115318#0,-115318#0
-1359,-118599,344,0.0017455017810207125,-116584#1,-116584#1
-1359,-115130,310,0.0015729812561523864,-116584#1,-116584#1
-1359,-117300,45,0.00022833598879631414,--115318#0,--115318#0
-1359,-114654,344,0.0017455017810207125,-116584#1,-116584#1
-1359,-116441,2087,0.010589715747064615,-117095#10,-117395#1
-1359,-118631,629,0.0031916297100640354,--116584#1,--116584#1
-1359,-115619,605,0.003069850516039335,-115792#0,-115792#0
-1359,-116050,415,0.002105765230010453,-115356#0,-117643#1
-1359,-116908,427,0.002166654827022803,-117196#5,--117234
-1359,-118665,664,0.0033692243680167244,-114834#0,-117796
-1359,-114963,345,0.0017505759141050751,-116584#1,-116584#1
-1359,-115694,216,0.0010960127462223078,-116269#0,-115875
-1359,-114809,344,0.0017455017810207125,-115318#0,-115318#0
-1359,-115935,1395,0.007078415652685739,-114422#5,-114422#5
-1359,-117661,1422,0.007215417245963527,--115342#0,-118492#0
-1359,-117045,21,0.00010655679477161327,-116884#3,-117120#2
-1359,-116263,725,0.0036787464861628393,-116764,-116764
-1359,-115278,345,0.0017505759141050751,-115318#0,-115318#0
-1359,-114648,582,0.002953145455098996,-114422#2,-114422#2
-1359,-117116,288,0.0014613503282964106,-116269#1,-114387
-1359,-118142,727,0.003688894752331564,-117829#1,-117980
-1359,-115215,250,0.0012685332710906342,-116584#1,-116584#1
-1359,-115415,344,0.0017455017810207125,-115318#0,-115318#0
-1359,-117656,319,0.0016186484539116492,-116884#8,-116259
-1359,-118483,457,0.002318878819553679,-117196#5,-117928
-1359,-117873,344,0.0017455017810207125,-116584#1,-116584#1
-1359,-118339,136,0.000690082099473305,-114649#16,-118374#2
-1359,-114979,208,0.0010554196815474076,-117022#4,-117928
-1359,-116054,852,0.0043231613878768815,--115792#6,--115792#6
-1359,-115800,305,0.0015476105907305737,-115793#5,-118031#4
-1359,-116465,895,0.00454134911050447,-117852#3,-117852#3
-1359,-114671,21,0.00010655679477161327,-116884#3,-117120#1
-1359,-115611,756,0.0038360446117780777,-115792#0,-115792#0
-1359,-114694,2024,0.010270045362749775,--117455#5,--117455#5
-1359,-114946,214,0.0010858644800535828,-115318#0,-115318#0
-1359,-117064,297,0.0015070175260556734,-118553#6,-115827#0
-1359,-116707,1085,0.005505434396533352,-118553#6,-115906
-1359,-116735,5072,0.025736003003886787,--115965,--115965
-1359,-117242,217,0.0011010868793066705,-114649#0,-117928
-1359,-115095,722,0.0036635240869097516,-115793#4,-118261#0
-1359,-116294,182,0.0009234922213539816,-116269#1,-114387
-1359,-117665,154,0.0007814164949918307,-116269#1,-114387
-1359,-116227,6582,0.03339794396127422,-117196#6,-116411#3
-1359,-114418,320,0.0016237225869960117,-116269#1,-114387
-1359,-115094,230,0.0011670506094033834,--115356#0,--115356#0
-1359,-114689,211,0.0010706420808004953,-114659#7,-114659#7
-1359,-118544,119,0.0006038218370391418,--115318#0,--115318#0
-1359,-116486,126,0.0006393407686296796,-116143,-114387
-1359,-116659,411,0.0020854686976730027,--115356#1,--115356#1
-1359,-117214,38,0.0001928170572057764,-118553#12,-116685#0
-1359,-116664,4928,0.02500532783973858,-117196#6,-116411#3
-1359,-114892,1454,0.007377789504663128,-115793#4,-118031#3
-1359,-115669,999,0.005069058951278174,-115385#1,-117945
-1359,-116239,261,0.001324348735018622,-117022#4,--117710#0
-1359,-115696,359,0.0018216137772861507,-116269#1,-114387
-1359,-117409,730,0.0037041171515846518,--115342#0,-118492#0
-1359,-116131,360,0.0018266879103705131,-114422#2,-114422#2
-1359,-115728,1032,0.0052365053430621375,-115200#6,-118015#1
-1359,-118056,330,0.0016744639178396371,-118637#1,-117514#0
-1359,-117126,1540,0.007814164949918306,-115793#4,-115430
-1359,-116388,344,0.0017455017810207125,-116584#1,-116584#1
-1359,-114402,304,0.0015425364576462112,-114659#9,-114659#9
-1359,-116266,203,0.001030049016125595,-115793#5,-118031#4
-1359,-116871,198,0.0010046783507037822,-117022#4,--115503
-1359,-117782,111,0.0005632287723642416,-115700#1,-116193
-1359,-114619,702,0.0035620414252225006,-116701#5,--118620#1
-1359,-114996,2182,0.011071758390079055,-117196#6,--117238#0
-1359,-118523,833,0.004226752859273993,-115965,-115965
-1359,-115298,353,0.0017911689787799754,-116584#1,-116584#1
-1359,-114931,185,0.0009387146206070693,-116269#0,-116269#0
-1359,-117319,514,0.002608104405362344,-117022#4,--115503
-1359,-117657,1378,0.006992155390251576,-115385#7,-115385#7
-1359,-115670,288,0.0014613503282964106,-115356#1,-115356#1
-1359,-118378,3334,0.016917159703264698,-117455#4,-117455#4
-1359,-114878,1223,0.006205664762175382,-115200#2,-116210#1
-1359,-115189,929,0.004713869635372797,--117168#8,--117168#8
-1359,-116592,3303,0.016759861577649457,-117491,-116905
-1359,-117212,289,0.001466424461380773,-116269#1,-114387
