TAZ,Poly,Area,Weight,GenEdge,PedEdge
-1949,-169422,517,0.0030419101077318648,--165304#4,--165304#4
-1949,-167821,212,0.0012473596573291206,--168583#0,--168596#0
-1949,-167825,1486,0.008743285145240911,--168903#0,--168903#0
-1949,-167970,193,0.0011355679899269825,--169249#1,--169249#1
-1949,-168810,1081,0.006360357497984808,-168594#3,-168074
-1949,-167058,672,0.003953894762854571,--168966#1,--168966#1
-1949,-168701,587,0.003453774145529216,--165431,--165431
-1949,-167643,326,0.0019181096617419495,--165486,--165486
-1949,-165954,1563,0.009196335586817997,-167881#2,-169099#1
-1949,-165942,163,0.0009590548308709748,-168722#2,-168722#2
-1949,-167925,400,0.002353508787413435,-166228,-166228
-1949,-168090,1528,0.008990403567919322,--166418#3,--166418#3
-1949,-167916,184,0.0010826140422101802,-167881#2,-166658
-1949,-165452,186,0.0010943815861472472,--165835#1,--165835#1
-1949,-165967,920,0.005413070211050901,--169059#1,--169059#1
-1949,-166895,233,0.001370918868668326,--166228,--166228
-1949,-167998,2726,0.01603916238622256,--169332,--169332
-1949,-168123,101,0.0005942609688218924,--169325#2,--169325#2
-1949,-166497,276,0.00162392106331527,-165668,-165668
-1949,-167824,343,0.0020181337852070206,-169307#2,-167011#8
-1949,-168077,2517,0.01480945404479904,--167663#0,--167663#0
-1949,-165420,1009,0.00593672591625039,-166279#1,-166069
-1949,-169088,187,0.001100265358115781,-165668,-165668
-1949,-167417,127,0.0007472390400037656,-167593#2,-167593#2
-1949,-165769,1168,0.0068722456592472305,-166627,-166627
-1949,-165585,424,0.002494719314658241,-165591,-165591
-1949,-165718,147,0.0008649144793744373,--165835#1,--165835#1
-1949,-168041,1126,0.00662512723656882,-168397#1,-165413#1
-1949,-165418,5525,0.032507840126148074,-165632#1,-165632#1
-1949,-166851,601,0.003536146953088686,--165934#11,--165934#11
-1949,-166371,15550,0.09149265411069729,-165566#5,-165566#5
-1949,-169025,336,0.0019769473814272853,--167083#1,--167083#1
-1949,-167949,77,0.00045305044157708624,-166133#3,-166133#3
-1949,-167537,251,0.0014768267641019305,--166228,--166228
-1949,-166776,143,0.000841379391500303,--167281#0,-168451
-1949,-165530,1122,0.006601592148694685,--165799#0,--165799#0
-1949,-165312,835,0.004912949593725546,-169307#1,-169307#1
-1949,-167874,185,0.0010884978141787137,-169561#0,-169561#0
-1949,-167919,6485,0.03815626121594032,-165632#1,-165632#1
-1949,-165287,608,0.0035773333568684213,--168252#2,-166877
-1949,-167765,288,0.0016945263269376731,-166627,-166627
-1949,-167591,1232,0.00724880706523338,-168594#3,-168594#3
-1949,-165594,801,0.004712901346795403,--166627,--166627
-1949,-168014,284,0.0016709912390635389,-165657#1,-165657#1
-1949,-165440,902,0.005307162315617296,-169056#1,-169056#1
-1949,-166115,1203,0.0070781776781459055,--165635,--165635
