TAZ,Poly,Area,Weight,GenEdge,PedEdge
-2089,-178608,424,0.002495380015772685,-180986,-180986
-2089,-178414,230,0.001353625951952164,-180005#1,-180005#1
-2089,-178711,250,0.0014713325564697434,--178410#1,--178410#1
-2089,-180307,181,0.0010652447708840943,--177906#1,--180582#1
-2089,-179037,600,0.0035311981355273846,-180798,-180798
-2089,-179827,290,0.0017067457655049025,--179232#1,--179232#1
-2089,-180118,2725,0.016037524865520205,--178669,--178669
-2089,-178636,242,0.0014242499146627117,--177453#0,--177453#0
-2089,-180447,13800,0.08121755711712984,-178729#1,--178806#0
-2089,-181518,407,0.0023953294019327426,-177833,-177833
-2089,-178757,587,0.003454688842590958,--179003,--179003
-2089,-181565,518,0.0030486010570053086,--179765#1,--179765#1
-2089,-178089,594,0.0034958861541721105,-180632#4,-178201#4
-2089,-181593,299,0.0017597137375378131,-180798,-180798
-2089,-178672,319,0.0018774203420553928,-180798,-180798
-2089,-181101,143,0.0008416022223006933,--180718#1,--180718#1
-2089,-180062,1201,0.007068281601280648,-181256#3,-181256#3
-2089,-178301,267,0.001571383170309686,--177362#1,--177362#1
-2089,-181029,937,0.0055145544216485985,--181375,--181375
-2089,-181249,517,0.0030427157267794297,--177332#4,--177332#4
-2089,-181493,185,0.0010887860917876103,-180861#0,-180861#0
-2089,-178797,183,0.0010770154313358522,--179232#0,--179232#0
-2089,-180534,182,0.0010711301011099733,-179491,-179491
-2089,-178799,243,0.0014301352448885907,-178996#1,-178996#1
-2089,-179694,260,0.0015301858587285333,-179491,-179491
-2089,-179603,1362,0.008015819767647163,--178664,-177866
-2089,-178812,2517,0.014813376178537377,--179619#0,--179619#0
-2089,-180028,835,0.004914250738608943,-177519#1,-177519#1
-2089,-181160,1167,0.006868180373600763,-181278#5,-181278#5
-2089,-178103,1797,0.010575938415904516,--177925#2,--180277
-2089,-177828,319,0.0018774203420553928,-180048#0,-180048#0
-2089,-179205,206,0.0012123780265310686,--179003,--179003
-2089,-179998,1765,0.01038760784867639,-179824,-179824
-2089,-180239,264,0.0015537271796320492,-179489#2,-179489#2
-2089,-180049,1494,0.008792683357463187,--180230#0,--180230#0
-2089,-180891,947,0.005573407723907389,--179599#0,--179599#0
-2089,-178011,920,0.005414503807808656,--181115#3,-178731
-2089,-179679,76,0.000447285097166802,-180181#3,-180181#3
-2089,-180384,455,0.0026778252527749334,--180861#1,--180861#1
-2089,-179520,1008,0.005932412867686006,-178766#1,-179746
-2089,-178229,1361,0.008009934437421283,-178766#2,-178766#2
-2089,-177312,119,0.0007003542968795979,-180391#1,-179285
-2089,-180533,114,0.0006709276457502031,--179533#0,--179533#0
-2089,-179628,916,0.00539096248690514,--179765#1,--179765#1
-2089,-177938,276,0.001624351142342597,-179491,-179491
-2089,-180414,233,0.001371281942629801,--179868,--179868
-2089,-179557,300,0.0017655990677636923,-180005#1,-180005#1
-2089,-180739,219,0.0012888873194674953,--181056#0,--181056#0
-2089,-177683,145,0.0008533728827524512,--180718#1,--180718#1
-2089,-181052,1057,0.006220794048754075,--181334#0,--181334#0
-2089,-179798,441,0.0025954306296126274,-180632#4,-178201#4
-2089,-181065,220,0.0012947726496933742,--180779#0,--180779#0
-2089,-178147,1168,0.0068740657038266414,-180798,-180798
-2089,-179499,167,0.0009828501477217888,-181519#2,-181519#2
-2089,-177825,332,0.001953929634991819,-178766#2,-178766#2
-2089,-178762,213,0.0012535753381122214,-177333#1,-177333#1
-2089,-179044,1126,0.006626881834339725,-177515#1,-178686#1
